OBJECTID,SEG_ID,STREETNAME,ST_CODE,ONEWAY,CLASS,TYPE,Shape__Length
1,100002,BARTRAM  AVE,16120,B,2,Paint Buffered,1137.34455133802
2,100003,BARTRAM  AVE,16120,B,2,Paint Buffered,371.888029534896
3,100004,BARTRAM  AVE,16120,B,2,Paint Buffered,48.7202266109438
4,100021,LINDBERGH  BLVD,50820,B,5,Separated Bike Lane,467.53715785319
5,100040,ISLAND  AVE,45120,FT,2,Paint Buffered,191.424195761106
6,100045,BARTRAM  AVE,16120,B,2,Paint Buffered,410.264295219072
7,100066,S  84TH  ST,89710,FT,2,Conventional,486.923045506168
8,100067,S  84TH  ST,89710,FT,2,Conventional,284.704233285737
9,100070,BARTRAM  AVE,16120,B,2,Paint Buffered,254.948544199055
10,100071,MARIO LANZA  BLVD,53490,B,4,Conventional,358.931311855109
11,100098,LINDBERGH  BLVD,50820,TF,2,Paint Buffered,325.72695178009
12,100100,LINDBERGH  BLVD,50820,TF,2,Paint Buffered,103.659028254625
13,100125,LINDBERGH  BLVD,50820,FT,2,Paint Buffered,149.723285355018
14,100127,LINDBERGH  BLVD,50820,FT,2,Paint Buffered,272.333631727432
15,100184,TINICUM  BLVD,77365,B,5,Conventional,222.401566774853
16,100185,TINICUM  BLVD,77365,B,5,Conventional,203.250467013083
17,100192,BARTRAM  AVE,16120,B,2,Paint Buffered,222.522644898544
18,100193,BARTRAM  AVE,16120,B,2,Paint Buffered,204.044050541951
19,100197,S  84TH  ST,89710,TF,2,Conventional,534.730071491023
20,100200,S  84TH  ST,89710,TF,2,Conventional,239.428518586021
21,100208,MARIO LANZA  BLVD,53490,B,4,Conventional,899.637275451642
22,100209,S  84TH  ST,89710,TF,2,Conventional,652.514576241254
23,100210,S  84TH  ST,89710,FT,2,Conventional,649.112654593246
24,100213,TINICUM  BLVD,77365,B,5,Conventional,604.473553685668
25,100214,BARTRAM  AVE,16120,B,2,Paint Buffered,526.490637363916
26,100215,S  84TH  ST,89710,B,2,Conventional,362.802388135401
27,100239,BARTRAM  AVE,16120,B,2,Paint Buffered,179.545009089633
28,120051,ISLAND  AVE,45120,B,2,Paint Buffered,477.369451755642
29,120074,ENTERPRISE  AVE,31870,B,3,Paint Buffered,351.15033560547
30,120079,ISLAND  AVE,45120,TF,2,Paint Buffered,86.5346554382214
31,120094,ISLAND  AVE,45120,B,2,Paint Buffered w Conventional,25.7811972808206
32,120103,ENTERPRISE  AVE,31870,B,3,Paint Buffered,357.779727021123
33,120109,ISLAND  AVE,45120,B,2,Paint Buffered w Conventional,515.369334969656
34,120110,ISLAND  AVE,45120,B,2,Paint Buffered,920.34213899372
35,120111,ISLAND  AVE,45120,B,2,Paint Buffered w Conventional,230.733996368053
36,200030,WOODLAND  AVE,84480,B,3,Conventional,92.1177069900974
37,200035,WOODLAND  AVE,84480,B,3,Conventional,94.8350209054347
38,200042,WOODLAND  AVE,84480,B,3,Conventional,66.7560066813296
39,200047,WOODLAND  AVE,84480,B,3,Conventional,54.3546403361026
40,200053,WOODLAND  AVE,84480,B,3,Conventional,65.8347542555545
41,200064,WOODLAND  AVE,84480,B,3,Conventional,100.368709436883
42,200074,WOODLAND  AVE,84480,B,3,Conventional,100.228769450269
43,200081,WOODLAND  AVE,84480,B,3,Conventional,77.9408323949681
44,200089,WOODLAND  AVE,84480,B,3,Conventional,69.8993599396122
45,200094,WOODLAND  AVE,84480,B,3,Conventional,80.2900960164545
46,200104,WOODLAND  AVE,84480,B,3,Conventional,117.833787509216
47,200112,WOODLAND  AVE,84480,B,3,Conventional,130.611598252269
48,200117,ELMWOOD  AVE,31480,B,4,Conventional,99.7226222212174
49,200120,ELMWOOD  AVE,31480,B,4,Conventional,100.750655148311
50,200121,WOODLAND  AVE,84480,B,3,Conventional,207.27506204788
51,200125,ELMWOOD  AVE,31480,B,4,Conventional,77.0671525209339
52,200131,ELMWOOD  AVE,31480,B,4,Conventional,73.1426626308146
53,200134,ELMWOOD  AVE,31480,B,4,Conventional,79.1224118938735
54,200135,WOODLAND  AVE,84480,B,3,Conventional,237.112272905684
55,200140,ELMWOOD  AVE,31480,B,4,Conventional,83.3741563686804
56,200146,WOODLAND  AVE,84480,B,3,Conventional,129.611092812432
57,200148,ELMWOOD  AVE,31480,B,4,Conventional,78.157028908344
58,200157,ELMWOOD  AVE,31480,B,4,Conventional,86.0677779340431
59,200162,ELMWOOD  AVE,31480,B,4,Conventional,208.22223407463
60,200165,WOODLAND  AVE,84480,B,3,Conventional,93.6748837881253
61,200168,ELMWOOD  AVE,31480,B,4,Conventional,85.8921935939532
62,200172,ELMWOOD  AVE,31480,B,4,Conventional,150.294623756066
63,200177,ELMWOOD  AVE,31480,B,4,Conventional,206.630705985803
64,200181,ELMWOOD  AVE,31480,B,4,Conventional,128.012352733644
65,200185,ELMWOOD  AVE,31480,B,4,Conventional,78.475838264685
66,200202,ELMWOOD  AVE,31480,B,4,Conventional,228.209967631296
67,200207,ELMWOOD  AVE,31480,B,4,Conventional,53.1602004263354
68,200210,ELMWOOD  AVE,31480,B,4,Conventional,72.8952024365171
69,200214,ELMWOOD  AVE,31480,B,4,Conventional,60.6573800415052
70,200220,ELMWOOD  AVE,31480,B,4,Conventional,72.5822116875896
71,200226,ELMWOOD  AVE,31480,B,4,Conventional,85.4963654978966
72,200234,ELMWOOD  AVE,31480,B,4,Conventional,72.3508529679696
73,200237,ELMWOOD  AVE,31480,B,4,Conventional,24.2469318604736
74,200240,ELMWOOD  AVE,31480,B,4,Conventional,81.043875329665
75,200285,MARIO LANZA  BLVD,53490,B,4,Conventional,851.512257778355
76,200318,WOODLAND  AVE,84480,B,3,Conventional,82.3484051764739
77,200323,LINDBERGH  BLVD,50820,FT,2,Paint Buffered,164.542086220704
78,200344,ELMWOOD  AVE,31480,B,4,Conventional,77.6369483712323
79,200346,ELMWOOD  AVE,31480,B,4,Conventional,73.3793566236408
80,200349,S  74TH  ST,89450,B,5,Separated Bike Lane,232.828662127113
81,200408,LINDBERGH  BLVD,50820,B,2,Paint Buffered,479.610617077808
82,200409,LINDBERGH  BLVD,50820,FT,2,Paint Buffered,464.199405689971
83,200529,WOODLAND  AVE,84480,B,3,Conventional,77.8525036289477
84,200530,WOODLAND  AVE,84480,B,3,Conventional,107.216612975306
85,200531,WOODLAND  AVE,84480,B,3,Conventional,89.9001938061308
86,200549,BUIST  AVE,19740,B,4,Paint Buffered,72.1436814850332
87,200550,BUIST  AVE,19740,B,4,Paint Buffered,77.6078804183281
88,200551,BUIST  AVE,19740,B,4,Paint Buffered,86.3041906975449
89,200552,BUIST  AVE,19740,B,4,Paint Buffered,135.639113742552
90,200553,BUIST  AVE,19740,B,4,Paint Buffered,70.2327472837873
91,200554,BUIST  AVE,19740,B,4,Paint Buffered,84.3542485928361
92,200555,BUIST  AVE,19740,B,4,Paint Buffered,94.4653380853198
93,200556,BUIST  AVE,19740,B,4,Paint Buffered,34.2199639849902
94,200557,BUIST  AVE,19740,B,4,Paint Buffered,79.0709301108447
95,200558,BUIST  AVE,19740,B,4,Paint Buffered,83.8160605127743
96,200559,BUIST  AVE,19740,B,4,Paint Buffered,167.629934027625
97,200560,BUIST  AVE,19740,B,4,Paint Buffered,69.9389732412599
98,200561,BUIST  AVE,19740,B,4,Paint Buffered,78.2329046090186
99,200562,BUIST  AVE,19740,B,4,Paint Buffered,226.816375190012
100,200563,BUIST  AVE,19740,B,4,Conventional,227.060677712743
101,200566,BUIST  AVE,19740,B,4,Paint Buffered,72.1792164398279
102,200567,BUIST  AVE,19740,B,4,Paint Buffered,206.398381760497
103,200568,BUIST  AVE,19740,B,4,Paint Buffered,42.2212825880043
104,200569,BUIST  AVE,19740,B,4,Paint Buffered,71.2556351972448
105,200572,BUIST  AVE,19740,B,4,Paint Buffered,41.9798877401755
106,200574,BUIST  AVE,19740,B,4,Paint Buffered,78.9562086758912
107,200575,BUIST  AVE,19740,B,4,Paint Buffered,86.1365512232318
108,200598,ISLAND  AVE,45120,FT,2,Conventional,163.851128507315
109,200600,ISLAND  AVE,45120,FT,2,Paint Buffered,1233.26823566607
110,200672,BUIST  AVE,19740,B,4,Paint Buffered,80.6398684122435
111,200711,ISLAND  AVE,45120,FT,2,Conventional,275.075802322007
112,200719,LINDBERGH  BLVD,50820,TF,2,Paint Buffered,21.4460567617828
113,200720,ISLAND  AVE,45120,FT,2,Conventional,175.362048899947
114,200722,LINDBERGH  BLVD,50820,TF,2,Paint Buffered,464.165343611995
115,200723,ISLAND  AVE,45120,FT,2,Sharrow,260.565740278843
116,200726,LINDBERGH  BLVD,50820,TF,2,Paint Buffered,105.529681031299
117,200727,LINDBERGH  BLVD,50820,TF,2,Paint Buffered,61.518752215798
118,200731,ISLAND  AVE,45120,TF,2,Paint Buffered,390.337302684498
119,200732,ISLAND  AVE,45120,TF,2,Paint Buffered,943.582308895178
120,200770,BUIST  AVE,19740,B,4,Paint Buffered,13.8082250649165
121,200771,ELMWOOD  AVE,31480,B,4,Conventional,11.756173807109
122,200772,LINDBERGH  BLVD,50820,FT,2,Paint Buffered,28.2185058518488
123,200773,LINDBERGH  BLVD,50820,FT,2,Paint Buffered,21.3485520896513
124,200774,LINDBERGH  BLVD,50820,FT,2,Paint Buffered,16.6276067822135
125,200778,LINDBERGH  BLVD,50820,TF,2,Paint Buffered,16.6893402327671
126,200780,LINDBERGH  BLVD,50820,TF,2,Paint Buffered,28.1619601095955
127,200781,BUIST  AVE,19740,B,4,Paint Buffered,25.1502726995946
128,200787,LINDBERGH  BLVD,50820,FT,2,Paint Buffered,497.112642774896
129,200789,LINDBERGH  BLVD,50820,TF,2,Paint Buffered,480.791915289516
130,200830,LINDBERGH  BLVD,50820,TF,2,Paint Buffered,139.217302419774
131,200831,LINDBERGH  BLVD,50820,TF,2,Paint Buffered,161.143931715176
132,200832,LINDBERGH  BLVD,50820,FT,2,Paint Buffered,139.196636774946
133,200833,LINDBERGH  BLVD,50820,FT,2,Paint Buffered,160.990114143501
134,200851,GREENWAY  AVE,38640,B,4,Conventional,202.01023472213
135,220009,PACKER  AVE,62680,B,3,Paint Buffered,70.2685080021612
136,220010,PACKER  AVE,62680,B,3,Paint Buffered,66.9331438353498
137,220011,PACKER  AVE,62680,B,3,Paint Buffered,67.523622114141
138,220012,PACKER  AVE,62680,B,3,Paint Buffered,70.7624111662275
139,220015,PACKER  AVE,62680,B,3,Conventional,47.1508160330603
140,220034,PACKER  AVE,62680,B,3,Paint Buffered,26.8800305903167
141,220035,PACKER  AVE,62680,B,3,Paint Buffered,44.0150305926448
142,220044,PENROSE  AVE,64080,B,2,Two Way Separated Bike Lane,111.463800900469
143,220047,PENROSE  AVE,64080,B,2,Conventional,122.288702506635
144,220049,PENROSE  AVE,64080,B,2,Conventional,137.5130910026
145,220056,ESSINGTON  AVE,32200,B,2,Contraflow,62.9599901588166
146,220057,S  70TH  ST,89330,B,3,Conventional,511.722800135441
147,220135,S  15TH  ST,88080,FT,4,Sharrow,185.986066585231
148,220141,S  15TH  ST,88080,FT,4,Sharrow,186.20424187196
149,220148,OREGON  AVE,61560,TF,2,Conventional,109.324990832331
150,220149,OREGON  AVE,61560,TF,2,Conventional,69.0611699460343
151,220150,OREGON  AVE,61560,TF,2,Conventional,58.8443120306994
152,220151,OREGON  AVE,61560,TF,2,Conventional,28.0513436902782
153,220152,OREGON  AVE,61560,TF,2,Conventional,26.583588461287
154,220153,OREGON  AVE,61560,TF,2,Conventional,62.3390582288114
155,220154,OREGON  AVE,61560,TF,2,Conventional,63.1077368251818
156,220155,OREGON  AVE,61560,TF,2,Conventional,28.7311238215218
157,220158,OREGON  AVE,61560,TF,2,Conventional,55.6434609262859
158,220159,OREGON  AVE,61560,TF,2,Conventional,61.8671509784752
159,220160,OREGON  AVE,61560,TF,2,Conventional,71.2272496752497
160,220162,OREGON  AVE,61560,TF,2,Conventional,109.872620949229
161,220165,S  21ST  ST,88200,B,4,Conventional,183.122199817124
162,220166,S  22ND  ST,88220,B,4,Sharrow,186.996380989125
163,220167,S  21ST  ST,88200,B,4,Conventional,187.01893259553
164,220168,OREGON  AVE,61560,TF,2,Conventional,178.715894638927
165,220169,OREGON  AVE,61560,TF,2,Conventional,217.160064675258
166,220170,OREGON  AVE,61560,TF,2,Conventional,178.833798342473
167,220251,PENROSE  AVE,64080,B,2,Conventional,413.337502028379
168,220261,S  61ST  ST,89040,B,3,Conventional,1500.27478106048
169,220262,S  63RD  ST,89080,B,2,Conventional,886.943764199938
170,220263,W  PASSYUNK  AVE,63240,B,2,Two Way Separated Bike Lane,816.428538765628
171,220265,NORWITCH  DR,60235,B,5,Conventional,1152.73699540521
172,220266,ESSINGTON  AVE,32200,B,2,Contraflow,1211.05607606318
173,220268,S  22ND  ST,88220,B,4,Sharrow,183.278800624443
174,220274,ESSINGTON  AVE,32200,B,2,Contraflow,375.334497424043
175,220275,ESSINGTON  AVE,32200,B,2,Contraflow,799.800181948232
176,220276,ESSINGTON  AVE,32200,B,2,Contraflow,921.871736518797
177,220280,S  70TH  ST,89330,B,3,Conventional,612.254640203335
178,220330,S  20TH  ST,88180,B,3,Paint Buffered,397.556064670235
179,220336,S  70TH  ST,89330,B,3,Conventional,327.791810530169
180,220353,W  PASSYUNK  AVE,63240,B,2,Sharrow,18.1008651571661
181,220406,VARE  AVE,79840,B,2,Conventional,348.869123142414
182,220407,W  PASSYUNK  AVE,63240,B,2,Sharrow,134.09643536145
183,220408,W  PASSYUNK  AVE,63240,B,2,Conventional,172.400467842758
184,220439,OREGON  AVE,61560,TF,2,Conventional,60.3312688002218
185,220484,W  PASSYUNK  AVE,63240,B,2,Conventional,230.942546641659
186,220486,W  PASSYUNK  AVE,63240,B,2,Paint Buffered,69.4229643500711
187,220487,W  PASSYUNK  AVE,63240,B,2,Paint Buffered,802.231100991233
188,220489,W  PASSYUNK  AVE,63240,B,2,Paint Buffered,63.3472402709918
189,220496,S  20TH  ST,88180,B,3,Paint Buffered,187.131555444381
190,220497,PACKER  AVE,62680,B,3,Paint Buffered,151.456984341143
191,220546,PACKER  AVE,62680,B,3,Paint Buffered,56.1056403056977
192,220555,PACKER  AVE,62680,B,3,Paint Buffered,233.762546709275
193,220607,BUIST  AVE,19740,B,4,Paint Buffered,186.580030398862
194,220609,LINDBERGH  BLVD,50820,B,2,Paint Buffered,60.6141171562124
195,220612,S  63RD  ST,89080,B,2,Conventional,111.327950039565
196,220613,BUIST  AVE,19740,B,4,Paint Buffered,93.4381373308739
197,220616,BUIST  AVE,19740,B,4,Paint Buffered,94.3012547008731
198,220618,S  63RD  ST,89080,B,2,Conventional,111.31238933395
199,220621,LINDBERGH  BLVD,50820,B,2,Paint Buffered,153.885943379817
200,220622,BUIST  AVE,19740,B,4,Paint Buffered,99.1645010053344
201,220624,LINDBERGH  BLVD,50820,B,2,Paint Buffered,97.6322371286415
202,220627,BUIST  AVE,19740,B,4,Paint Buffered,99.9120642019116
203,220631,BUIST  AVE,19740,B,4,Paint Buffered,77.6970186975948
204,220632,LINDBERGH  BLVD,50820,B,2,Paint Buffered,103.91918965479
205,220650,LINDBERGH  BLVD,50820,B,2,Paint Buffered,147.499297378991
206,220663,LINDBERGH  BLVD,50820,B,2,Paint Buffered,121.694021020482
207,220686,BUIST  AVE,19740,B,4,Paint Buffered,78.6167195689641
208,220687,BUIST  AVE,19740,B,4,Paint Buffered,71.3918630525643
209,220688,BUIST  AVE,19740,B,4,Paint Buffered,76.2754336992545
210,220691,S  61ST  ST,89040,B,3,Conventional,83.4503351198133
211,220692,ELMWOOD  AVE,31480,B,4,Conventional,63.9932145638978
212,220696,S  61ST  ST,89040,B,3,Conventional,125.479702997057
213,220697,ELMWOOD  AVE,31480,B,4,Conventional,142.655937725905
214,220699,BUIST  AVE,19740,B,4,Paint Buffered,207.465394008811
215,220710,ELMWOOD  AVE,31480,B,4,Conventional,186.918983038328
216,220711,BUIST  AVE,19740,B,4,Paint Buffered,208.582375785075
217,220716,ELMWOOD  AVE,31480,B,4,Conventional,186.761173561321
218,220745,ELMWOOD  AVE,31480,B,4,Conventional,76.8383543034077
219,220747,ELMWOOD  AVE,31480,B,4,Conventional,72.583821984234
220,220749,BUIST  AVE,19740,B,5,Paint Buffered,192.654536451466
221,220752,ELMWOOD  AVE,31480,B,4,Conventional,56.689997726473
222,220755,ELMWOOD  AVE,31480,B,4,Conventional,128.081103343836
223,220764,ELMWOOD  AVE,31480,B,4,Conventional,77.7106659588931
224,220765,ELMWOOD  AVE,31480,B,4,Conventional,22.789016592731
225,220797,LINDBERGH  BLVD,50820,B,2,Paint Buffered,96.5029348522507
226,220806,LINDBERGH  BLVD,50820,FT,5,Paint Buffered,453.433073674527
227,220810,LINDBERGH  BLVD,50820,FT,4,Paint Buffered,407.057392105269
228,220811,LINDBERGH  BLVD,50820,FT,4,Paint Buffered,430.23599114286
229,220821,LINDBERGH  BLVD,50820,B,2,Paint Buffered,435.125463136847
230,220822,LINDBERGH  BLVD,50820,B,2,Paint Buffered,480.596306727305
231,220845,BUIST  AVE,19740,FT,4,Paint Buffered,49.8248414036522
232,220919,OREGON  AVE,61560,TF,2,Conventional,17.0710918818632
233,220924,OREGON  AVE,61560,FT,2,Conventional,16.0058477967463
234,220925,OREGON  AVE,61560,FT,2,Conventional,78.1628582507708
235,220926,OREGON  AVE,61560,FT,2,Conventional,43.7665741334855
236,220927,OREGON  AVE,61560,FT,2,Conventional,59.2789845409392
237,220928,OREGON  AVE,61560,FT,2,Conventional,61.8179325299681
238,220929,OREGON  AVE,61560,FT,2,Conventional,55.5473016355151
239,220930,OREGON  AVE,61560,FT,2,Conventional,60.3622033368989
240,220931,OREGON  AVE,61560,FT,2,Conventional,59.5306856340555
241,220932,OREGON  AVE,61560,FT,2,Conventional,63.1311835987833
242,220933,OREGON  AVE,61560,FT,2,Conventional,62.4687254410443
243,220934,OREGON  AVE,61560,FT,2,Conventional,58.8772556108752
244,220935,OREGON  AVE,61560,FT,2,Conventional,178.541778277636
245,220936,OREGON  AVE,61560,FT,2,Conventional,217.297862380925
246,220937,OREGON  AVE,61560,FT,2,Conventional,178.617101632516
247,220960,OREGON  AVE,61560,FT,2,Conventional,178.370254498858
248,220963,OREGON  AVE,61560,FT,2,Conventional,28.457184477812
249,220964,OREGON  AVE,61560,FT,2,Conventional,26.0768074976043
250,220965,OREGON  AVE,61560,FT,2,Conventional,28.6151054773834
251,220966,OREGON  AVE,61560,FT,2,Conventional,26.4009000803794
252,221051,W  PASSYUNK  AVE,63240,B,2,Paint Buffered,770.560472973429
253,221108,W  PASSYUNK  AVE,63240,B,2,Sharrow,11.1971305686791
254,221117,LINDBERGH  BLVD,50820,B,2,Paint Buffered,429.555125137719
255,221123,LINDBERGH  BLVD,50820,B,5,Paint Buffered,411.846596666744
256,221128,PACKER  AVE,62680,B,3,Conventional,264.783316270889
257,221152,LINDBERGH  BLVD,50820,B,2,Paint Buffered,431.967600686315
258,221155,PENROSE  AVE,64080,B,2,Two Way Separated Bike Lane,199.128994088861
259,221156,W  PASSYUNK  AVE,63240,B,2,Contraflow,487.944320019464
260,221158,OREGON  AVE,61560,B,2,Conventional,184.389394840689
261,221161,PENROSE  AVE,64080,B,2,Conventional,551.293936718808
262,221168,S  20TH  ST,88180,B,3,Paint Buffered,175.915481118502
263,221169,S  20TH  ST,88180,B,3,Paint Buffered,205.797195712821
264,221208,OREGON  AVE,61560,B,2,Conventional,155.210074445026
265,221209,VARE  AVE,79840,B,2,Conventional,150.355863039825
266,221217,OREGON  AVE,61560,TF,2,Conventional,85.9601199820794
267,240044,PACKER  AVE,62680,B,2,Conventional,268.429780823726
268,240045,PACKER  AVE,62680,B,2,Conventional,274.315737917494
269,240046,PACKER  AVE,62680,B,2,Conventional,447.263853481062
270,240047,PACKER  AVE,62680,B,2,Conventional,245.819981688242
271,240048,PACKER  AVE,62680,B,2,Conventional,279.797390619514
272,240064,OREGON  AVE,61560,B,2,Conventional,80.3129644702091
273,240067,OREGON  AVE,61560,B,2,Conventional,39.3777421512807
274,240068,OREGON  AVE,61560,B,2,Conventional,12.6170017300177
275,240070,OREGON  AVE,61560,B,2,Conventional,64.0040186857003
276,240072,OREGON  AVE,61560,B,2,Conventional,41.8729863949637
277,240073,OREGON  AVE,61560,B,2,Conventional,21.473117050447
278,240074,OREGON  AVE,61560,B,2,Conventional,39.3966068739638
279,240075,OREGON  AVE,61560,B,2,Conventional,29.7362111204173
280,240076,OREGON  AVE,61560,B,2,Conventional,87.3654351291028
281,240077,OREGON  AVE,61560,B,2,Conventional,213.961835876223
282,240078,OREGON  AVE,61560,B,2,Conventional,63.732209232565
283,240079,OREGON  AVE,61560,B,2,Conventional,26.3110246116571
284,240095,OREGON  AVE,61560,B,2,Conventional,62.4205467302817
285,240096,OREGON  AVE,61560,B,2,Conventional,60.1307690188103
286,240097,OREGON  AVE,61560,B,2,Conventional,55.3408890248515
287,240098,OREGON  AVE,61560,B,2,Conventional,76.5274317585421
288,240100,OREGON  AVE,61560,B,2,Conventional,23.7586454230729
289,240101,OREGON  AVE,61560,B,2,Conventional,26.9039266496737
290,240119,S  4TH  ST,87880,FT,4,Conventional,108.133339431629
291,240122,S  4TH  ST,87880,FT,4,Conventional,75.499236411898
292,240131,S  4TH  ST,87880,FT,4,Conventional,204.905534044598
293,240243,S  10TH  ST,88000,B,3,Paint Buffered,186.738649435014
294,240250,OREGON  AVE,61560,B,2,Conventional,48.0762109440748
295,240251,OREGON  AVE,61560,B,2,Conventional,71.5562599639381
296,240253,OREGON  AVE,61560,B,2,Conventional,24.515622109235
297,240255,OREGON  AVE,61560,B,2,Conventional,30.9166206643239
298,240258,OREGON  AVE,61560,B,2,Conventional,77.1556259625465
299,240259,OREGON  AVE,61560,B,2,Conventional,38.6339294182276
300,240260,OREGON  AVE,61560,B,2,Conventional,18.6951563959984
301,240261,OREGON  AVE,61560,B,2,Conventional,19.5128428993824
302,240262,OREGON  AVE,61560,B,2,Conventional,36.4209689433359
303,240269,OREGON  AVE,61560,B,2,Conventional,72.2839431535741
304,240278,S  13TH  ST,88060,TF,4,Sharrow,118.652362578618
305,240279,S  13TH  ST,88060,TF,4,Sharrow,65.0490737839421
306,240286,S  13TH  ST,88060,TF,4,Sharrow,202.871885880404
307,240332,PACKER  AVE,62680,B,2,Conventional,141.30028891943
308,240334,PACKER  AVE,62680,B,2,Conventional,88.6418930683955
309,240364,OREGON  AVE,61560,B,2,Conventional,43.7305797773828
310,240366,OREGON  AVE,61560,B,2,Conventional,49.2184501151575
311,240384,OREGON  AVE,61560,B,2,Conventional,73.3144969977233
312,240386,OREGON  AVE,61560,B,2,Conventional,60.0775196826593
313,240390,OREGON  AVE,61560,B,2,Conventional,58.1969170910136
314,240399,S  10TH  ST,88000,B,3,Paint Buffered,182.277781121478
315,240426,OREGON  AVE,61560,B,2,Conventional,45.5453378192632
316,240427,OREGON  AVE,61560,B,2,Conventional,48.6221158653138
317,240429,OREGON  AVE,61560,B,2,Conventional,61.0899116303467
318,240435,OREGON  AVE,61560,B,2,Conventional,70.3962324533947
319,240452,OREGON  AVE,61560,B,2,Conventional,88.5955596519309
320,240456,OREGON  AVE,61560,B,2,Conventional,266.623353207507
321,240459,OREGON  AVE,61560,B,2,Conventional,44.5322896378723
322,240465,OREGON  AVE,61560,B,2,Conventional,784.986809011596
323,240466,PATTISON  AVE,63340,B,2,Paint Buffered,1096.48234630746
324,240471,PACKER  AVE,62680,B,2,Conventional,171.90328613119
325,240499,OREGON  AVE,61560,B,2,Conventional,274.973229365415
326,240559,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Paint Buffered,870.631299490429
327,240560,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Paint Buffered,751.655913274384
328,240611,OREGON  AVE,61560,B,2,Conventional,109.123256504682
329,240624,PACKER  AVE,62680,B,2,Conventional,531.707463363209
330,240675,S  11TH  ST,88020,B,5,Conventional,188.733240814017
331,240690,S  11TH  ST,88020,B,5,Conventional,187.757268310236
332,240703,S  11TH  ST,88020,B,5,Conventional,286.432967432631
333,240765,OREGON  AVE,61560,B,2,Conventional,103.658975368117
334,240766,OREGON  AVE,61560,B,2,Conventional,81.3361744293297
335,240808,S  11TH  ST,88020,B,5,Conventional,197.836693846656
336,300036,S  57TH  ST,88960,B,3,Conventional,78.6868967244157
337,300043,S  57TH  ST,88960,B,3,Conventional,67.4898102137167
338,300054,S  57TH  ST,88960,B,3,Conventional,77.9084265828155
339,300064,S  57TH  ST,88960,B,3,Conventional,78.1357324536583
340,300071,S  57TH  ST,88960,B,3,Conventional,67.9450785578826
341,300101,S  57TH  ST,88960,B,3,Conventional,73.4545885226589
342,300130,S  57TH  ST,88960,B,3,Conventional,111.590403807852
343,300136,S  57TH  ST,88960,B,3,Conventional,77.7895783571103
344,300139,BALTIMORE  AVE,15620,B,2,Conventional,145.31520291476
345,300142,BALTIMORE  AVE,15620,B,2,Conventional,22.9911260256958
346,300146,S  58TH  ST,88980,TF,4,Paint Buffered,68.6059673424852
347,300148,S  57TH  ST,88960,B,3,Conventional,68.7970448031126
348,300150,WHITBY  AVE,82840,B,3,Conventional,109.200309235662
349,300153,BALTIMORE  AVE,15620,B,2,Conventional,272.152205477994
350,300154,S  58TH  ST,88980,TF,4,Paint Buffered,76.5554798062893
351,300155,BALTIMORE  AVE,15620,B,2,Conventional,88.1489352084543
352,300157,S  57TH  ST,88960,B,3,Conventional,77.3461446996002
353,300158,THOMAS  AVE,77100,B,4,Conventional,85.8053497079717
354,300164,S  58TH  ST,88980,TF,4,Paint Buffered,78.0193249523278
355,300167,WHITBY  AVE,82840,B,3,Conventional,208.235668490235
356,300170,S  58TH  ST,88980,TF,4,Paint Buffered,69.1805980575599
357,300171,BALTIMORE  AVE,15620,B,2,Conventional,81.3048674185514
358,300174,WHITBY  AVE,82840,B,3,Conventional,74.7873653968234
359,300178,S  58TH  ST,88980,TF,4,Paint Buffered,72.3713313000421
360,300182,WHITBY  AVE,82840,B,3,Conventional,79.9223731099547
361,300185,WHITBY  AVE,82840,B,3,Conventional,59.5980473541173
362,300189,THOMAS  AVE,77100,B,4,Conventional,206.034197374183
363,300191,WHITBY  AVE,82840,B,3,Conventional,67.9812012620379
364,300192,THOMAS  AVE,77100,B,4,Conventional,69.9165199754509
365,300196,THOMAS  AVE,77100,B,4,Conventional,44.3615115494312
366,300198,COBBS CREEK  PKWY,24060,B,2,Conventional,104.695110068077
367,300204,WHITBY  AVE,82840,B,3,Conventional,207.528685995846
368,300212,WHITBY  AVE,82840,B,3,Conventional,112.965235407099
369,300214,THOMAS  AVE,77100,B,4,Conventional,182.162452309836
370,300224,THOMAS  AVE,77100,B,4,Conventional,237.049355221916
371,300227,FLORENCE  AVE,34520,B,4,Conventional,206.594873640778
372,300232,WHITBY  AVE,82840,B,3,Conventional,237.784097771879
373,300248,SPRINGFIELD  AVE,73900,B,3,Conventional,73.3127061619869
374,300250,SPRINGFIELD  AVE,73900,B,3,Conventional,57.8100371045464
375,300252,SPRINGFIELD  AVE,73900,B,3,Conventional,75.0606538246297
376,300256,SPRINGFIELD  AVE,73900,B,3,Conventional,207.578162137925
377,300261,SPRINGFIELD  AVE,73900,B,3,Conventional,244.98193489764
378,300274,KINGSESSING  AVE,47780,B,4,Conventional,154.168721693016
379,300279,KINGSESSING  AVE,47780,B,4,Conventional,221.686192969229
380,300284,KINGSESSING  AVE,47780,B,4,Conventional,243.385057031828
381,300291,WOODLAND  AVE,84480,B,3,Conventional,20.3950340602954
382,300293,WOODLAND  AVE,84480,B,3,Conventional,55.1917131331028
383,300300,WOODLAND  AVE,84480,B,3,Conventional,85.4826060678343
384,300313,S  58TH  ST,88980,TF,4,Paint Buffered,35.1053907960322
