OBJECTID,SEG_ID,STREETNAME,ST_CODE,ONEWAY,CLASS,TYPE,Shape__Length
1313,400478,MARKET  ST,53560,B,3,Conventional,76.6025234254113
1314,400479,MARKET  ST,53560,B,3,Conventional,72.6687603165076
1315,400481,MARKET  ST,53560,B,3,Conventional,83.4931745540491
1316,400482,MARKET  ST,53560,B,3,Conventional,66.4601021711066
1317,400483,N  57TH  ST,88950,B,3,Conventional,63.088446467268
1318,400485,MARKET  ST,53560,B,3,Conventional,83.2692354456753
1319,400486,MARKET  ST,53560,B,3,Conventional,65.0426409914532
1320,400488,MARKET  ST,53560,B,3,Conventional,74.6261205302289
1321,400489,MARKET  ST,53560,B,3,Conventional,222.812044392398
1322,400490,MARKET  ST,53560,B,3,Conventional,218.633271629469
1323,400491,MARKET  ST,53560,B,3,Conventional,82.2044961740361
1324,400492,MARKET  ST,53560,B,3,Conventional,66.2686899767885
1325,400494,MARKET  ST,53560,B,3,Conventional,78.5604491723645
1326,400496,MARKET  ST,53560,B,3,Conventional,231.719915751391
1327,400497,MARKET  ST,53560,B,3,Conventional,62.5122935371039
1328,400498,MARKET  ST,53560,B,3,Conventional,52.1291309002628
1329,400500,MARKET  ST,53560,B,3,Conventional,58.87169914842
1330,400501,MARKET  ST,53560,B,3,Conventional,69.4681574162667
1331,400502,MARKET  ST,53560,B,3,Conventional,75.6603132571331
1332,400503,MARKET  ST,53560,B,3,Conventional,60.0128887400266
1333,400505,MARKET  ST,53560,B,3,Conventional,66.8285020755048
1334,400506,MARKET  ST,53560,B,3,Conventional,72.3637907786189
1335,400507,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,82.9343415362186
1336,400508,MARKET  ST,53560,B,3,Conventional,150.982166640239
1337,400509,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,64.8629999497958
1338,400510,MARKET  ST,53560,B,3,Conventional,111.756204892626
1339,400511,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,74.769879616733
1340,400513,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,222.517248454039
1341,400514,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,77.0124892212792
1342,400515,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,66.1601999106368
1343,400517,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,75.5793656533816
1344,400519,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,226.897091579084
1345,400523,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,166.519197639504
1346,400524,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,75.8037563738039
1347,400525,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,222.756786258702
1348,400526,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,71.3227163423159
1349,400527,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,60.1767235229348
1350,400528,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,71.3086489065936
1351,400529,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,66.9969254144773
1352,400535,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,71.0012813953035
1353,400536,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,67.0310699317173
1354,400537,S  57TH  ST,88960,B,3,Conventional,111.743461776331
1355,400538,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,81.180867001299
1356,400539,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,82.9746943250878
1357,400542,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,64.5689048581921
1358,400544,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,79.3445467411874
1359,400549,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,231.538504636744
1360,400552,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,70.6302019732958
1361,400554,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,60.9666421077691
1362,400556,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,70.8421220890193
1363,400561,SPRUCE  ST,73960,B,3,Conventional,82.492810786949
1364,400565,SPRUCE  ST,73960,B,3,Conventional,224.428379479471
1365,400574,SPRUCE  ST,73960,B,3,Conventional,222.955278246119
1366,400575,SPRUCE  ST,73960,B,3,Conventional,78.1875186508366
1367,400576,SPRUCE  ST,73960,B,3,Conventional,59.2016779777494
1368,400578,SPRUCE  ST,73960,B,3,Conventional,80.6901663263165
1369,400580,SPRUCE  ST,73960,B,3,Conventional,81.2856570691272
1370,400582,SPRUCE  ST,73960,B,3,Conventional,78.0018313534342
1371,400583,SPRUCE  ST,73960,B,3,Conventional,123.566679851808
1372,400585,SPRUCE  ST,73960,B,3,Conventional,107.436722194206
1373,400601,RACE  ST,67120,FT,4,Conventional,20.1640429849566
1374,400607,HAVERFORD  AVE,41240,B,3,Conventional,39.848616975293
1375,400608,HAVERFORD  AVE,41240,B,3,Conventional,20.436519095726
1376,400615,SPRUCE  ST,73960,B,3,Conventional,62.5340731948051
1377,400620,HAVERFORD  AVE,41240,B,3,Conventional,106.487290672124
1378,400702,LANCASTER  AVE,48900,B,2,Paint Buffered,160.392989661594
1379,400753,HAVERFORD  AVE,41240,B,3,Conventional,62.6669617558993
1380,400759,HAVERFORD  AVE,41240,B,3,Conventional,93.0470396694484
1381,400763,HAVERFORD  AVE,41240,B,3,Conventional,55.3716424116065
1382,400766,HAVERFORD  AVE,41240,B,3,Conventional,53.9802608056725
1383,400769,HAVERFORD  AVE,41240,B,3,Conventional,50.7093797702222
1384,400773,HAVERFORD  AVE,41240,B,3,Conventional,93.4701490911597
1385,400787,HAVERFORD  AVE,41240,B,3,Conventional,103.760195764861
1386,400791,HAVERFORD  AVE,41240,B,3,Conventional,33.4732232870762
1387,400798,HAVERFORD  AVE,41240,B,3,Conventional,79.2651581706295
1388,400802,HAVERFORD  AVE,41240,B,3,Conventional,242.058669180802
1389,400836,LANCASTER  AVE,48900,B,2,Paint Buffered,350.812045737529
1390,400837,LANSDOWNE  AVE,49020,B,3,Conventional,145.128188297331
1391,400838,LANSDOWNE  AVE,49020,B,3,Conventional,261.868042337947
1392,400841,HAVERFORD  AVE,41240,B,3,Conventional,404.597528001927
1393,400844,VINE  ST,80120,B,4,Conventional,208.056995254889
1394,400846,N  52ND  ST,88820,B,2,Sharrow,277.730776820736
1395,400847,SPRUCE  ST,73960,B,3,Conventional,64.4923060119747
1396,400848,N  59TH  ST,88990,B,3,Conventional,465.322127111165
1397,400849,LANCASTER  AVE,48900,B,2,Paint Buffered,143.405248398957
1398,400852,HAVERFORD  AVE,41240,B,3,Conventional,154.267228975116
1399,400855,N  57TH  ST,88950,B,3,Conventional,219.789736336429
1400,400857,HAVERFORD  AVE,41240,B,3,Conventional,105.070749657844
1401,400858,SPRUCE  ST,73960,B,3,Conventional,203.440304364226
1402,400860,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,272.054678743616
1403,400928,CARDINGTON  RD,21325,B,3,Conventional,873.080426838301
1404,401112,LANCASTER  AVE,48900,B,2,Paint Buffered,268.567356990774
1405,401144,HAVERFORD  AVE,41240,B,3,Conventional,192.688308359436
1406,401150,UPLAND  WAY,78980,B,4,Conventional,376.280154217553
1407,401194,RACE  ST,67120,B,4,Conventional,111.199819468277
1408,401197,ARCH  ST,13000,FT,5,Conventional,119.937210169874
1409,401231,HAVERFORD  AVE,41240,B,3,Conventional,111.473285532842
1410,401273,N  57TH  ST,88950,B,3,Conventional,234.171947586247
1411,401314,HAVERFORD  AVE,41240,B,3,Conventional,124.879691353613
1412,401315,HAVERFORD  AVE,41240,B,3,Conventional,123.447340352834
1413,401333,N  57TH  ST,88950,B,3,Conventional,226.03493373447
1414,401345,N  57TH  ST,88950,B,3,Conventional,75.2473264369905
1415,401404,LANCASTER  AVE,48900,B,2,Paint Buffered,102.951754987971
1416,401420,N  57TH  ST,88950,B,3,Conventional,227.472680907571
1417,401424,N  57TH  ST,88950,B,3,Conventional,80.8727505805552
1418,401427,N  57TH  ST,88950,B,3,Conventional,92.2966919606601
1419,401435,N  57TH  ST,88950,B,3,Conventional,88.5218224241569
1420,401439,N  57TH  ST,88950,B,3,Conventional,79.3022380208515
1421,401453,JEFFERSON  ST,46020,B,3,Sharrow,193.263027023207
1422,401455,N  54TH  ST,88870,B,3,Sharrow,90.0011196755542
1423,401456,N  54TH  ST,88870,B,3,Sharrow,69.489100174206
1424,401458,N  57TH  ST,88950,B,3,Conventional,100.321968942997
1425,401461,N  57TH  ST,88950,B,3,Conventional,94.7447867115264
1426,401463,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,82.258801740814
1427,401465,JEFFERSON  ST,46020,B,3,Sharrow,166.215494196331
1428,401474,N  52ND  ST,88820,B,2,Sharrow,83.3082268921919
1429,401478,LANCASTER  AVE,48900,B,2,Paint Buffered,208.24351002154
1430,401482,LANCASTER  AVE,48900,B,2,Paint Buffered,201.153667277969
1431,401484,LANCASTER  AVE,48900,B,2,Paint Buffered,250.028820614166
1432,401525,RACE  ST,67120,B,4,Conventional,94.8465512072671
1433,401527,RACE  ST,67120,B,4,Conventional,60.8028912805734
1434,401538,HAVERFORD  AVE,41240,B,3,Conventional,140.147235828611
1435,401545,HAVERFORD  AVE,41240,B,3,Conventional,91.333006725413
1436,401552,RACE  ST,67120,FT,4,Conventional,56.4658495657742
1437,401553,RACE  ST,67120,FT,4,Conventional,34.3249419212124
1438,401556,RACE  ST,67120,FT,4,Conventional,75.9424993342421
1439,401559,RACE  ST,67120,FT,4,Conventional,83.78315475236
1440,401561,ARCH  ST,13000,TF,4,Conventional,77.5883591363028
1441,401562,ARCH  ST,13000,TF,4,Conventional,76.8714009609379
1442,401563,ARCH  ST,13000,TF,4,Conventional,70.1307321720779
1443,401564,RACE  ST,67120,B,4,Conventional,119.526109447178
1444,401565,ARCH  ST,13000,TF,4,Conventional,66.890678090295
1445,401566,ARCH  ST,13000,TF,4,Conventional,33.7779108650528
1446,401572,ARCH  ST,13000,TF,4,Conventional,75.8179674583789
1447,401573,ARCH  ST,13000,TF,4,Conventional,83.3382822699919
1448,401574,ARCH  ST,13000,TF,4,Conventional,66.9976785005529
1449,401575,MARKET  ST,53560,B,3,Conventional,73.5063072607499
1450,401579,RACE  ST,67120,FT,4,Conventional,72.6618368871781
1451,401580,ARCH  ST,13000,TF,4,Conventional,72.5872632299965
1452,401581,RACE  ST,67120,FT,4,Conventional,38.9916536287616
1453,401585,RACE  ST,67120,FT,4,Conventional,71.6165949154528
1454,401604,N  57TH  ST,88950,B,3,Conventional,74.130076813195
1455,401622,HAVERFORD  AVE,41240,B,3,Conventional,98.5752313361832
1456,401627,RACE  ST,67120,FT,4,Conventional,72.9692182918167
1457,401629,VINE  ST,80120,B,4,Conventional,111.408871188656
1458,401637,HAVERFORD  AVE,41240,B,3,Conventional,192.202912816686
1459,401658,RACE  ST,67120,FT,4,Conventional,129.006559915956
1460,401661,RACE  ST,67120,FT,4,Conventional,122.029596626683
1461,401662,ARCH  ST,13000,TF,4,Conventional,79.220354105115
1462,401669,ARCH  ST,13000,TF,4,Conventional,74.2376549763499
1463,401671,N  57TH  ST,88950,B,3,Conventional,57.6676751797242
1464,401672,HAVERFORD  AVE,41240,B,3,Conventional,209.485443668891
1465,401673,N  57TH  ST,88950,B,3,Conventional,95.2636009194027
1466,401684,RACE  ST,67120,FT,4,Conventional,90.8235816989554
1467,401689,RACE  ST,67120,FT,4,Conventional,65.7510352349839
1468,401691,ARCH  ST,13000,TF,4,Conventional,63.7255931881382
1469,401694,ARCH  ST,13000,TF,4,Conventional,64.7910648160044
1470,401695,ARCH  ST,13000,TF,4,Conventional,60.7819171519841
1471,401696,RACE  ST,67120,FT,4,Conventional,125.909715333279
1472,401697,ARCH  ST,13000,TF,4,Conventional,65.5117349928413
1473,401702,ARCH  ST,13000,TF,4,Conventional,72.3795858420783
1474,401704,ARCH  ST,13000,TF,4,Conventional,60.7481563740459
1475,401705,ARCH  ST,13000,TF,4,Conventional,54.4865484773377
1476,401706,RACE  ST,67120,FT,4,Conventional,60.6833863093062
1477,401708,ARCH  ST,13000,TF,4,Conventional,75.0386099551242
1478,401711,ARCH  ST,13000,TF,4,Conventional,63.2017277809721
1479,401713,ARCH  ST,13000,TF,4,Conventional,84.6713436351365
1480,401716,ARCH  ST,13000,TF,4,Conventional,111.685303862959
1481,401718,ARCH  ST,13000,TF,4,Conventional,69.8601334953927
1482,401726,ARCH  ST,13000,TF,4,Conventional,82.3859026011212
1483,401728,RACE  ST,67120,FT,4,Conventional,52.7393173890064
1484,401731,ARCH  ST,13000,TF,4,Conventional,78.3683796718768
1485,401733,N  57TH  ST,88950,B,3,Conventional,91.3617787507193
1486,401735,ARCH  ST,13000,TF,4,Conventional,166.156695115731
1487,401738,ARCH  ST,13000,TF,4,Conventional,74.0915707912877
1488,401753,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,222.849693425515
1489,401757,MARKET  ST,53560,B,3,Conventional,72.5766987846629
1490,401761,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,139.575271427799
1491,401776,S  57TH  ST,88960,B,3,Conventional,113.425436251419
1492,401778,S  57TH  ST,88960,B,3,Conventional,110.133074327091
1493,401799,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,223.184705791385
1494,401816,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,232.47000499859
1495,401818,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,243.005305027501
1496,401828,S  57TH  ST,88960,B,3,Conventional,168.124591944218
1497,401842,S  57TH  ST,88960,B,3,Conventional,111.686413153987
1498,401845,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,222.23163952285
1499,401852,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,223.146791044424
1500,401854,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,83.6241432207354
1501,401856,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,77.1209614658829
1502,401857,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,78.3926757507926
1503,401861,CHESTNUT  ST,22820,TF,2,One Way Separated Bike Lane,230.745494098512
1504,401862,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,230.494450765188
1505,401888,WALNUT  ST,81140,FT,2,One Way Separated Bike Lane,222.594746229521
1506,401898,SPRUCE  ST,73960,B,3,Conventional,243.362039456509
1507,401912,S  57TH  ST,88960,B,3,Conventional,179.072948084071
1508,401919,SPRUCE  ST,73960,B,3,Conventional,223.078950268578
1509,401923,SPRUCE  ST,73960,B,3,Conventional,83.2327825313518
1510,401924,SPRUCE  ST,73960,B,3,Conventional,222.141487241654
1511,401926,S  58TH  ST,88980,TF,4,Paint Buffered,79.4196757184184
1512,401927,S  57TH  ST,88960,B,3,Conventional,80.6305075004076
1513,401933,SPRUCE  ST,73960,B,3,Conventional,222.230723802358
1514,401938,HAVERFORD  AVE,41240,B,3,Conventional,59.1164479154461
1515,401941,HAVERFORD  AVE,41240,B,3,Conventional,81.0593040938927
1516,401942,HAVERFORD  AVE,41240,B,3,Conventional,205.845369105418
1517,401944,HAVERFORD  AVE,41240,B,3,Conventional,70.7895763441089
1518,401946,HAVERFORD  AVE,41240,B,3,Conventional,78.0650266075212
1519,402039,VINE  ST,80120,B,4,Conventional,129.014760682516
1520,402040,VINE  ST,80120,B,4,Conventional,42.3818472874217
1521,402044,N  54TH  ST,88870,B,3,Conventional,160.243127724881
1522,413639,VINE  ST,80120,B,4,Conventional,81.5341082097594
1523,413668,HAVERFORD  AVE,41240,B,3,Conventional,30.8233181519694
1524,413671,ARCH  ST,13000,TF,4,Conventional,6.26740297821643
1525,413672,N  54TH  ST,88870,B,3,Sharrow,84.9110073281057
1526,413674,RACE  ST,67120,FT,4,Conventional,104.990146487677
1527,413696,HAVERFORD  AVE,41240,B,3,Conventional,63.2712987326587
1528,413705,LANCASTER  AVE,48900,B,2,Paint Buffered,302.178115607046
1529,413709,VINE  ST,80120,B,4,Conventional,91.0822168590482
1530,413710,HAVERFORD  AVE,41240,B,3,Conventional,105.886404430183
1531,413747,N  52ND  ST,88820,B,2,Sharrow,38.7535130895836
1532,413748,N  52ND  ST,88820,B,2,Sharrow,42.6823906865336
1533,420007,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,112.601977143938
1534,420011,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,115.272973258581
1535,420018,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,128.338165162543
1536,420030,BELMONT  AVE,16760,B,2,Conventional,60.4863782938555
1537,420031,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,89.3386872096752
1538,420039,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,87.5867195925469
1539,420046,N  33RD  ST,88440,B,3,Paint Buffered,198.698254011242
1540,420053,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,121.695050993571
1541,420057,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,34.8780245561549
1542,420084,N  15TH  ST,88070,TF,4,Sharrow,47.9238723649845
1543,420098,BELMONT  AVE,16760,B,2,Conventional,210.386337684432
1544,420107,N  15TH  ST,88070,TF,4,Sharrow,59.6514273076345
1545,420121,PARKSIDE  AVE,63040,B,3,Conventional,279.444501566399
1546,420129,POPLAR  DR,65257,B,3,Conventional,265.947791122344
1547,420134,BELMONT  AVE,16760,B,2,Conventional,109.359881344023
1548,420152,LANCASTER  AVE,48900,B,2,Paint Buffered,113.481947396997
1549,420174,BELMONT  AVE,16760,B,2,Conventional,110.158037641768
1550,420201,W  GIRARD  AVE,37040,B,2,Conventional,274.821629448506
1551,420205,LANCASTER  AVE,48900,B,2,Paint Buffered,92.5162314870151
1552,420215,LANCASTER  AVE,48900,B,2,Conventional,46.1965216708549
1553,420217,N  15TH  ST,88070,TF,4,Sharrow,99.1924846836864
1554,420229,LANCASTER  AVE,48900,B,2,Conventional,191.572922696777
1555,420230,BELMONT  AVE,16760,B,2,Conventional,147.47934305102
1556,420239,BELMONT  AVE,16760,B,2,Conventional,36.4618422437664
1557,420246,LANCASTER  AVE,48900,B,2,Conventional,42.720295907733
1558,420247,BELMONT  AVE,16760,B,2,Conventional,78.0715586635922
1559,420268,LANCASTER  AVE,48900,B,2,Conventional,58.8523778982297
1560,420272,N  48TH  ST,88740,B,3,Conventional,304.046873429127
1561,420273,BELMONT  AVE,16760,B,2,Conventional,73.6543282263151
1562,420282,BELMONT  AVE,16760,B,2,Conventional,41.5000573242291
1563,420287,BELMONT  AVE,16760,B,2,Conventional,41.6150914677582
1564,420296,LANCASTER  AVE,48900,B,2,Conventional,72.0278427716248
1565,420308,N  48TH  ST,88740,B,3,Conventional,201.646940735067
1566,420317,BELMONT  AVE,16760,B,2,Conventional,136.3853083166
1567,420318,LANCASTER  AVE,48900,B,2,Conventional,115.028897585579
1568,420356,LANCASTER  AVE,48900,B,2,Conventional,49.0550837208439
1569,420385,N  48TH  ST,88740,B,3,Conventional,134.734737378986
1570,420420,N  33RD  ST,88440,FT,2,Sharrow,79.903554661849
1571,420425,LANCASTER  AVE,48900,B,2,Conventional,130.099830419057
1572,420433,N  34TH  ST,88460,TF,2,Conventional,82.4170349008372
1573,420436,N  48TH  ST,88740,B,3,Conventional,163.854452008675
1574,420442,LANCASTER  AVE,48900,B,2,Conventional,101.983512737845
1575,420454,N  33RD  ST,88440,FT,2,Sharrow,82.5374436587711
1576,420457,LANCASTER  AVE,48900,B,2,Conventional,50.080883660166
1577,420458,N  15TH  ST,88070,TF,4,Sharrow,100.543410719986
1578,420466,N  48TH  ST,88740,B,3,Conventional,80.1671627910881
1579,420469,N  34TH  ST,88460,TF,2,Conventional,81.7828709072358
1580,420500,LANCASTER  AVE,48900,B,2,Conventional,147.019653513938
1581,420504,N  15TH  ST,88070,TF,4,Sharrow,101.870243865705
1582,420506,N  34TH  ST,88460,TF,2,Conventional,83.6322722518924
1583,420509,N  48TH  ST,88740,B,3,Conventional,83.7375156807356
1584,420518,SPRING GARDEN  ST,73800,TF,2,Conventional,179.260523999281
1585,420529,N  21ST  ST,88190,TF,4,Sharrow,96.1344695332298
1586,420530,SPRING GARDEN  ST,73800,TF,2,Conventional,180.121258504608
1587,420537,LANCASTER  AVE,48900,B,2,Conventional,133.028341857892
1588,420542,SPRING GARDEN  ST,73800,TF,2,Conventional,212.845694588205
1589,420544,N  48TH  ST,88740,B,3,Conventional,85.1950503048404
1590,420547,N  34TH  ST,88460,TF,2,Conventional,88.3406873276892
1591,420550,N  15TH  ST,88070,TF,4,Sharrow,95.9179873021606
1592,420554,SPRING GARDEN  ST,73800,TF,2,Conventional,178.337366851978
1593,420562,SPRING GARDEN  ST,73800,TF,2,Conventional,177.245849819645
1594,420564,LANCASTER  AVE,48900,B,2,Conventional,96.3832793577149
1595,420568,SPRING GARDEN  ST,73800,TF,2,Conventional,178.153848974418
1596,420571,HAVERFORD  AVE,41240,B,3,Conventional,68.1752111625655
1597,420575,LANCASTER  AVE,48900,B,2,Conventional,39.0863092377737
1598,420577,HAVERFORD  AVE,41240,B,3,Conventional,43.6928131955846
1599,420582,SPRING GARDEN  ST,73800,TF,2,Conventional,176.975336960386
1600,420584,N  34TH  ST,88460,TF,2,Conventional,80.4168715729927
1601,420585,HAVERFORD  AVE,41240,FT,3,Conventional,163.457363451732
1602,420588,N  15TH  ST,88070,TF,4,Sharrow,92.6454749675018
1603,420589,SPRING GARDEN  ST,73800,TF,2,Conventional,177.150193117642
1604,420590,HAVERFORD  AVE,41240,B,3,Conventional,112.234943437029
1605,420593,N  22ND  ST,88210,FT,2,Separated Bike Lane,146.837144296758
1606,420597,HAVERFORD  AVE,41240,FT,3,Conventional,162.560281415338
1607,420602,N  48TH  ST,88740,B,3,Conventional,53.06753996912
1608,420608,N  48TH  ST,88740,B,3,Conventional,24.756458690951
1609,420610,HAVERFORD  AVE,41240,FT,3,Conventional,252.325861844806
1610,420613,N  21ST  ST,88190,TF,3,Sharrow,193.489030853452
1611,420614,SPRING GARDEN  ST,73800,TF,3,Two Way Separated Bike Lane,163.333687199656
1612,420617,HAVERFORD  AVE,41240,FT,3,Conventional,165.21914738746
1613,420621,N  15TH  ST,88070,TF,3,One Way Separated Bike Lane,104.39392285923
1614,420622,SPRING GARDEN  ST,73800,TF,3,Two Way Separated Bike Lane,163.332601500582
1615,420623,HAVERFORD  AVE,41240,B,3,Conventional,36.7101491267719
1616,420624,HAVERFORD  AVE,41240,B,3,Conventional,52.8077318255914
1617,420625,SPRING GARDEN  ST,73800,TF,3,Two Way Separated Bike Lane,163.034792315575
1618,420626,HAVERFORD  AVE,41240,B,3,Conventional,89.7581054930312
1619,420628,RACE  ST,67120,FT,4,Conventional,67.1857759207265
1620,420629,RACE  ST,67120,FT,4,Conventional,43.9479675747509
1621,420631,N  34TH  ST,88460,TF,2,Conventional,109.600486867396
1622,420632,SPRING GARDEN  ST,73800,TF,3,Two Way Separated Bike Lane,163.065924087966
1623,420633,N  38TH  ST,88540,FT,4,Conventional,84.0433342963515
1624,420634,HAVERFORD  AVE,41240,B,3,Conventional,100.399352015664
1625,420638,N  15TH  ST,88070,TF,3,One Way Separated Bike Lane,89.4702807791108
1626,420640,HAVERFORD  AVE,41240,B,3,Conventional,188.162029478155
1627,420642,N  22ND  ST,88210,FT,2,Separated Bike Lane,167.498991573153
1628,420643,BENJAMIN FRANKLIN  PKWY,16880,FT,2,Paint Buffered,342.21855893024
1629,420644,HAVERFORD  AVE,41240,B,3,Conventional,142.906188961234
1630,420646,HAVERFORD  AVE,41240,B,3,Conventional,86.1418849287901
1631,420648,RACE  ST,67120,FT,4,Conventional,65.4199418844013
1632,420649,HAVERFORD  AVE,41240,B,3,Conventional,237.935612981126
1633,420650,HAVERFORD  AVE,41240,B,3,Conventional,101.481524258179
1634,420652,HAVERFORD  AVE,41240,B,3,Conventional,61.1277338944536
1635,420656,SPRING GARDEN  ST,73800,B,3,Two Way Separated Bike Lane,78.7907162331104
1636,420657,LANCASTER  AVE,48900,B,2,Conventional,84.5245727866695
1637,420659,N  22ND  ST,88210,FT,2,Separated Bike Lane,33.9882942451421
1638,420662,N  22ND  ST,88210,FT,2,Separated Bike Lane,23.2848801063654
1639,420665,N  34TH  ST,88460,TF,2,Conventional,107.715020010866
1640,420667,LANCASTER  AVE,48900,B,2,Conventional,106.973573694925
1641,420671,N  22ND  ST,88210,FT,2,Separated Bike Lane,36.7958507190187
1642,420672,BENJAMIN FRANKLIN  PKWY,16880,TF,2,Paint Buffered,395.944477308787
1643,420680,LANCASTER  AVE,48900,B,2,Conventional,56.0448705943537
1644,420688,N  22ND  ST,88210,FT,2,Conventional,56.9501621715592
1645,420699,N  38TH  ST,88540,FT,4,Conventional,106.901855362686
1646,420700,N  21ST  ST,88190,TF,3,Sharrow,31.9133733361842
1647,420701,ARCH  ST,13000,TF,4,Conventional,111.00461556138
1648,420706,LANCASTER  AVE,48900,B,2,Conventional,158.980888564976
1649,420707,N  21ST  ST,88190,TF,3,Sharrow,22.9614914390388
1650,420712,ARCH  ST,13000,TF,4,Conventional,111.318540639773
1651,420713,N  18TH  ST,88130,FT,4,Sharrow,68.7451065827039
1652,420717,ARCH  ST,13000,TF,4,Conventional,106.268290563344
1653,420719,ARCH  ST,13000,TF,4,Conventional,23.6378720503288
1654,420728,N  21ST  ST,88190,TF,3,Sharrow,35.6073337237572
1655,420729,BENJAMIN FRANKLIN  PKWY,16880,TF,2,Paint Buffered,215.244544694381
1656,420734,N  18TH  ST,88130,FT,4,Sharrow,44.2734363343032
1657,420738,POWELTON  AVE,65460,B,3,Conventional,188.467870740799
1658,420744,POWELTON  AVE,65460,B,3,Conventional,138.706897434911
1659,420751,BENJAMIN FRANKLIN  PKWY,16880,FT,2,Paint Buffered,260.583663948546
1660,420753,POWELTON  AVE,65460,B,3,Conventional,162.676198778793
1661,420756,POWELTON  AVE,65460,B,3,Conventional,56.6606111487748
1662,420761,POWELTON  AVE,65460,B,3,Conventional,145.535478757201
1663,420762,N  38TH  ST,88540,B,2,Conventional,47.6075027903912
1664,420763,N  18TH  ST,88130,FT,4,Sharrow,109.246192033999
1665,420764,N  21ST  ST,88190,TF,3,Sharrow,133.682347367857
1666,420768,LANCASTER  AVE,48900,B,2,Conventional,79.050916359007
1667,420775,POWELTON  AVE,65460,B,3,Conventional,68.8953233430654
1668,420777,LANCASTER  AVE,48900,B,2,Conventional,67.0712410067844
1669,420778,MARKET  ST,53560,B,3,Conventional,110.763655913033
1670,420779,POWELTON  AVE,65460,B,3,Conventional,71.6620277612241
1671,420780,MARKET  ST,53560,B,3,Conventional,56.9139542354246
1672,420781,MARKET  ST,53560,B,3,Conventional,54.8240719810758
1673,420782,POWELTON  AVE,65460,B,3,Conventional,93.3817348386512
1674,420783,N  22ND  ST,88210,FT,3,Conventional,62.5143290994791
1675,420785,MARKET  ST,53560,B,3,Conventional,111.4365931829
1676,420786,POWELTON  AVE,65460,B,3,Conventional,91.3909117778981
1677,420790,MARKET  ST,53560,B,3,Conventional,105.797086972478
1678,420791,POWELTON  AVE,65460,B,3,Conventional,89.3852406247034
1679,420793,N  21ST  ST,88190,TF,3,Sharrow,96.3031449828148
1680,420795,POWELTON  AVE,65460,B,3,Conventional,89.5572077755081
1681,420796,LANCASTER  AVE,48900,B,2,Conventional,136.560507400511
1682,420797,BENJAMIN FRANKLIN  PKWY,16880,FT,2,Paint Buffered,98.6752797094417
1683,420798,POWELTON  AVE,65460,B,3,Conventional,60.1276264753422
1684,420800,POWELTON  AVE,65460,B,3,Conventional,61.3696561946751
1685,420801,N  48TH  ST,88740,B,3,Conventional,510.692306522886
1686,420802,MARKET  ST,53560,B,3,Conventional,220.267765486864
